Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1157910|1.01098|12|2|1
Bimbo_1|0|3670016|319324|256590|1.24449|132|11|3
CityMaxCapita_1|0|26049426|11018728|10767298|1.02335|380|83|6
CMSprovider_1|0|16717728|3729276|3374669|1.10508|342|116|10
CommonGovernment_1|0|62829650|8193179|7204332|1.13726|2070|464|22
Corporations_1|0|11901857|5105751|3074224|1.66083|240|146|10
Eixo_1|0|60077487|5892367|4726659|1.24662|4160|2173|34
Euro2016_1|0|11418716|5779460|5240090|1.10293|30|15|2
Food_1|0|2758131|515805|523415|0.985461|20|1|1
Generico_1|0|42738694|2805958|2106948|1.33176|1722|302|17
HashTags_1|0|92542033|34753667|34313053|1.01284|5402|751|11
Hatred_1|0|26027696|11533096|11354827|1.0157|342|59|5
IGlocations1_1|0|6321918|1779851|1773271|1.00371|56|5|1
Medicare1_1|0|12973420|3996314|3796272|1.05269|240|31|5
MedPayment1_1|0|16768400|4681724|4531161|1.03323|306|67|6
MLB_1|0|18994088|2380651|2188491|1.0878|2256|95|12
Motos_1|0|42974217|2829428|2111015|1.34032|1806|326|19
MulheresMil_1|0|62416953|5964864|4777087|1.24864|4290|2188|35
NYC_1|0|36490617|3139541|1716465|1.82907|1482|532|22
PanCreactomy1_1|0|18360922|4037727|3686260|1.09535|462|128|11
Physicians_1|0|16768116|4686462|4523406|1.03605|306|67|5
Provider_1|0|16202756|4588180|4478395|1.02451|306|50|6
RealEstate1_1|0|17820728|4838606|4512372|1.0723|420|90|8
Redfin1_1|0|22150976|9242876|9128431|1.01254|306|24|5
Rentabilidad_1|0|70851322|16198993|15456132|1.04806|6924|1143|26
Romance_1|0|21518242|9890137|9890849|0.999928|2|0|0
SalariesFrance_1|0|48707783|9310155|8505410|1.09462|992|165|16
TableroSistemaPenal_1|0|23289522|802109|326341|2.45789|702|91|12
Taxpayer_1|0|16195222|4592886|4481410|1.02488|306|51|5
Telco_1|0|92222061|23897338|23447322|1.01919|10932|497|65
TrainsUK1_2|0|22067864|3440367|3008390|1.14359|552|64|12
TrainsUK2_1|0|18144855|3140981|2505732|1.25352|702|206|14
Uberlandia_1|0|61320125|5959002|4777452|1.24732|4290|2183|34
USCensus_1|0|137735464|8738400|8175845|1.06881|92702|4556|44
Wins_1|0|88869327|14701699|13992992|1.05065|34686|1950|70
YaleLanguages_1|0|18012366|1520217|783649|1.93992|650|340|16
