Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1170865|0.999794|4|0|0
Bimbo_1|0|3670016|319324|336634|0.948579|92|4|2
CityMaxCapita_1|0|26049426|11018728|10920850|1.00896|204|29|4
CMSprovider_1|0|16717728|3729276|3730823|0.999585|202|18|4
CommonGovernment_1|0|62829650|8193179|8052680|1.01745|1208|84|9
Corporations_1|0|11901857|5105751|3271885|1.56049|144|80|5
Eixo_1|0|60077487|5892367|5665019|1.04013|2972|180|9
Euro2016_1|0|11418716|5779460|5261250|1.0985|20|8|2
Food_1|0|2758131|515805|518037|0.995691|8|2|1
Generico_1|0|42738694|2805958|2507072|1.11922|834|81|7
HashTags_1|0|92542033|34753667|33926667|1.02438|2572|276|7
Hatred_1|0|26027696|11533096|11547932|0.998715|154|5|2
IGlocations1_1|0|6321918|1779851|1780285|0.999756|212|0|0
Medicare1_1|0|12973420|3996314|4013031|0.995834|128|34|6
MedPayment1_1|0|16768400|4681724|4699246|0.996271|260|30|4
MLB_1|0|18994088|2380651|2389594|0.996258|968|314|19
Motos_1|0|42974217|2829428|2525613|1.12029|886|76|5
MulheresMil_1|0|62416953|5964864|5753534|1.03673|3080|142|8
NYC_1|0|36490617|3139541|2161873|1.45223|1130|166|8
PanCreactomy1_1|0|18360922|4037727|4024609|1.00326|292|66|8
Physicians_1|0|16768116|4686462|4696680|0.997824|260|28|4
Provider_1|0|16202756|4588180|4603200|0.996737|252|31|4
RealEstate1_1|0|17820728|4838606|4809643|1.00602|204|48|6
Redfin1_1|0|22150976|9242876|9131151|1.01224|170|44|6
Rentabilidad_1|0|70851322|16198993|16159554|1.00244|2576|100|6
Romance_1|0|21518242|9890585|9890401|1.00002|4|0|0
SalariesFrance_1|0|48707783|9310155|9249289|1.00658|480|29|5
TableroSistemaPenal_1|0|23289522|802109|808049|0.992649|366|4|1
Taxpayer_1|0|16195222|4592886|4614171|0.995387|252|33|4
Telco_1|0|92222061|23897338|23348147|1.02352|15972|11567|66
TrainsUK1_2|0|22067864|3440367|3354887|1.02548|194|68|8
TrainsUK2_1|0|18144855|3140981|3078412|1.02033|272|42|8
Uberlandia_1|0|61320125|5959002|5696807|1.04602|2834|192|12
USCensus_1|0|137735464|8738400|9141715|0.955882|90386|10721|84
Wins_1|0|88869327|14701698|14738801|0.997483|26304|3445|63
YaleLanguages_1|0|18012366|1520217|1447105|1.05052|410|8|4
