Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Arade_1|0|Dict_1toN|0|1|1_F1|2_F2|string|string|458756|557506|19056|50991|24.0741|10.9334|18022|56892|25.4553|9.79937|1.06948|Dict_1toN|0|1|25.455332|9.799202|25.455332|11.970070|0|10317|BP|-1|5|74|-1|-1|-1|-1|-1.000000|1557|733|0.978172|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|44976|50204|24|36|-1|-1|
Bimbo_1|0|Dict_1toN|6|4|7_Number of Records|5_Dev_proxima|integer|double|262144|524288|2101|26326|124.771|19.9152|4|15589|65536|33.6319|0.548528|Dict_1toN|6|4|65536.000000|33.629763|126.700822|63.519263|-2065|7335|BP|-1|1|354|-1|-1|-1|-1|-1.000000|2832|2844|0.995781|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|5396|23444|8|20|-1|-1|
Bimbo_1|0|Dict_1toN|9|7|10_Semana|8_Producto_ID|integer|integer|262144|262144|8209|51254|31.9337|5.11461|254|68525|1032.06|3.82552|1.15667|Dict_1toN|9|7|1032.062992|3.825524|32.058701|5.536304|-7923|21175|BP|-1|4|242|-1|-1|-1|-1|-1.000000|3768|1376|0.991279|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|43544|49828|20|32|-1|-1|
Bimbo_1|0|Dict_1toN|11|10|12_Venta_uni_hoy|11_Venta_hoy|integer|double|262144|524288|50093|73202|5.23315|7.16221|39936|104724|6.5641|5.00638|1.17328|Dict_1toN|11|10|6.564103|5.006331|5.722044|7.548708|-5877|35270|-1|-1|176|2113|-1|-1|-1|-1|-1.000000|24664|19708|0.999391|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|44064|52756|708|720|-1|-1|
Bimbo_1|0|Dict_1toN|11|3|12_Venta_uni_hoy|4_Demanda_uni_equil|integer|integer|262144|262144|50093|9238|5.23315|28.3767|39936|39868|6.5641|6.5753|1.34506|Dict_1toN|11|3|6.564103|6.575298|5.722044|43.444481|-5877|33834|BP|-1|176|176|-1|-1|-1|-1|-1.000000|2464|1284|0.990654|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|2844|7216|708|720|-1|-1|
CityMaxCapita_1|0|Dict_1toN|0|14|1_City_Admin|15_Language|string|string|545836|393571|7663|3363|71.2301|117.03|15845|19216|34.4485|20.4814|3.17985|Dict_1toN|0|14|34.476756|20.481422|34.476756|147.349682|0|16545|BP|-1|2|21|-1|-1|-1|-1|-1.000000|381|233|0.931330|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|0|2260|3088|12|24|-1|-1|
CityMaxCapita_1|0|Dict_1toN|2|1|3_City|2_City_State|string|string|660352|806374|128859|122424|5.12461|6.58673|135033|161893|4.8903|4.98091|1.18164|Dict_1toN|2|1|4.892040|4.981892|4.892040|7.015852|0|46925|BP|-1|4536|5292|-1|-1|-1|-1|-1.000000|93314|93334|0.999829|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|21554|23966|3456|10912|18148|18160|-1|-1|
CityMaxCapita_1|0|Dict_1toN|11|26|12_Influencer?|27_Twitter Client|integer|string|262144|1410658|10193|21651|25.718|65.1544|5856|50557|44.765|27.9023|1.77154|Dict_1toN|11|26|44.765027|27.902328|37.723989|71.792865|-1093|30908|BP|-1|2|46|-1|-1|-1|-1|-1.000000|3823|1221|0.986896|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|15796|20388|12|24|-1|-1|
CityMaxCapita_1|0|Dict_1toN|19|13|20_Number of Records|14_LPF|integer|double|262144|524288|2101|147714|124.771|3.54935|4|146265|65536|3.58451|0.976331|Dict_1toN|19|13|65536.000000|3.584508|126.700822|3.993723|-2065|14987|-1|-1|1|6538|-1|-1|-1|-1|-1.000000|52304|52316|0.999771|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|78948|95360|8|20|-1|-1|
CityMaxCapita_1|0|Dict_1toN|19|5|20_Number of Records|6_FF Ratio|integer|double|262144|524288|2101|62298|124.771|8.41581|4|57057|65536|9.18885|0.886054|Dict_1toN|19|5|65536.000000|9.188846|126.700822|10.786487|-2065|8451|BP|-1|1|552|-1|-1|-1|-1|-1.000000|4416|4428|0.997290|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|44164|57832|8|20|-1|-1|
CityMaxCapita_1|0|Dict_1toN|21|17|22_Short Domain|18_Long Domain|string|string|372891|383796|66421|37013|5.61405|10.3692|84607|90898|4.40733|4.22227|1.69678|Dict_1toN|21|17|4.880900|4.641440|4.880900|13.964343|0|55205|BP|-1|969|1086|-1|-1|-1|-1|-1.000000|21410|21430|0.999253|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|55959|55959|2176|11673|3880|3892|-1|-1|
CityMaxCapita_1|0|Dict_1toN|23|22|24_State|23_State_Country|string|string|388154|1142397|33945|152706|11.4348|7.48102|43423|209191|8.9389|5.46102|1.3534|Dict_1toN|23|22|8.947145|5.461363|8.947145|8.171594|0|69377|-1|-1|50|5751|-1|-1|-1|-1|-1.000000|104143|104163|0.999846|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|2|35436|48309|204|216|-1|-1|
CityMaxCapita_1|0|Dict_1toN|23|20|24_State|21_Region|string|string|388154|776748|33945|2942|11.4348|264.02|43423|15797|8.9389|49.1706|1.60544|Dict_1toN|23|20|8.947145|49.295424|8.947145|102.935065|0|8211|BP|-1|50|5|-1|-1|-1|-1|-1.000000|5272|596|0.973154|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|2533|2052|2112|204|216|-1|-1|
CMSprovider_1|0|Dict_1toN|6|5|7_HCPCS_DESCRIPTION|6_HCPCS_CODE|string|string|4087274|589823|161557|22804|25.2993|25.8649|174255|100977|23.4557|5.84116|1.4929|Dict_1toN|6|5|23.456917|5.841683|23.456917|26.816231|0|78973|BP|-1|1439|1521|-1|-1|-1|-1|-1.000000|13689|13709|0.998833|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|2528|3305|5760|5772|-1|-1|
CMSprovider_1|0|Dict_1toN|7|14|8_HCPCS_DRUG_INDICATOR|15_NPPES_PROVIDER_COUNTRY|string|string|327683|393218|2119|2221|154.64|177.045|10301|34926|31.8108|11.2586|10.421|Dict_1toN|7|14|31.838613|11.261506|31.838613|182.722119|0|32765|-1|-1|1|9|-1|-1|-1|-1|-1.000000|54|74|0.783784|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|2072|2109|8|20|-1|-1|
CMSprovider_1|0|Dict_1toN|7|16|8_HCPCS_DRUG_INDICATOR|17_NPPES_PROVIDER_STATE|string|string|327683|393218|2119|20799|154.64|18.9056|10301|33512|31.8108|11.7336|1.91173|Dict_1toN|7|16|31.838613|11.736800|31.838613|16.991531|0|10361|-1|-1|1|58|-1|-1|-1|-1|-1.000000|348|368|0.956522|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|22768|20393|8|20|-1|-1|
CMSprovider_1|0|Dict_1toN|7|15|8_HCPCS_DRUG_INDICATOR|16_NPPES_PROVIDER_GENDER|string|string|327683|327580|2119|2512|154.64|130.406|10301|10661|31.8108|30.7269|4.52645|Dict_1toN|7|15|31.838613|30.784701|31.838613|134.474548|0|8205|-1|-1|1|2|-1|-1|-1|-1|-1.000000|10|30|0.466667|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|104|2400|2444|8|20|-1|-1|
CMSprovider_1|0|Dict_1toN|7|4|8_HCPCS_DRUG_INDICATOR|5_BENE_UNIQUE_CNT|string|integer|327683|262144|2119|74603|154.64|3.51385|10301|64393|31.8108|4.071|0.973567|Dict_1toN|7|4|31.838613|4.071571|31.838613|4.300404|0|3426|BP|-1|1|794|-1|-1|-1|-1|-1.000000|3176|3184|0.996231|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|57756|71381|8|20|-1|-1|
CMSprovider_1|0|Dict_1toN|8|3|9_LINE_SRVC_CNT|4_BENE_DAY_SRVC_CNT|double|integer|524288|262144|87270|43439|6.00765|6.03476|81706|68805|6.41676|3.80996|1.1515|Dict_1toN|8|3|6.417469|3.810454|6.417469|6.961916|0|31142|BP|-1|1263|1210|-1|-1|-1|-1|-1.000000|25720|19184|0.999374|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|6860|19169|5056|5068|-1|-1|
CMSprovider_1|0|Dict_1toN|12|18|13_NPPES_ENTITY_CODE|19_NPPES_PROVIDER_STREET2|string|string|327683|574745|2140|142082|153.123|4.04516|10322|152459|31.7461|3.76983|1.12868|Dict_1toN|12|18|31.773781|3.984367|31.773781|5.646491|0|42462|BP|-1|2|2535|-1|-1|-1|-1|-1.000000|47006|47103|0.999660|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|54752|94937|12|24|-1|-1|
