Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1165378|1.0045|52|1|1
Bimbo_1|0|3670016|319324|271263|1.17717|592|17|3
CityMaxCapita_1|0|26049426|11018728|10664019|1.03326|1353|167|8
CMSprovider_1|0|16717728|3729276|3459661|1.07793|1163|204|13
CommonGovernment_1|0|62829650|8193179|7226271|1.1338|6987|767|26
Corporations_1|0|11901857|5105751|3334855|1.53103|918|226|8
Eixo_1|0|60077487|5892367|4551555|1.29458|15388|2312|40
Euro2016_1|0|11418716|5779460|5244416|1.10202|119|44|2
Food_1|0|2758131|515805|514900|1.00176|70|3|3
Generico_1|0|42738694|2805958|1859129|1.50929|5804|424|17
HashTags_1|0|92542033|34753667|23942801|1.45153|20015|819|24
Hatred_1|0|26027696|11533096|11343378|1.01673|1178|103|7
IGlocations1_1|0|6321918|1779851|1766941|1.00731|660|11|4
Medicare1_1|0|12973420|3996314|3737834|1.06915|894|60|7
MedPayment1_1|0|16768400|4681724|4566245|1.02529|1191|176|12
MLB_1|0|18994088|2380651|2238285|1.0636|8256|136|20
Motos_1|0|42974217|2829428|1917821|1.47533|6090|484|19
MulheresMil_1|0|62416953|5964864|4656407|1.281|15881|1760|37
NYC_1|0|36490617|3139541|1800510|1.7437|5382|1415|25
PanCreactomy1_1|0|18360922|4037727|3754596|1.07541|1555|231|12
Physicians_1|0|16768116|4686462|4554870|1.02889|1191|165|10
Provider_1|0|16202756|4588180|4522068|1.01462|1221|80|9
RealEstate1_1|0|17820728|4838606|4445842|1.08834|1330|184|9
Redfin1_1|0|22150976|9242876|9011962|1.02562|1398|61|9
Rentabilidad_1|0|70851322|16198993|15087493|1.07367|21693|1264|28
Romance_1|0|21518242|9890539|9880869|1.00098|35|1|1
SalariesFrance_1|0|48707783|9310155|8498870|1.09546|3588|276|15
TableroSistemaPenal_1|0|23289522|802109|333382|2.40598|2252|163|13
Taxpayer_1|0|16195222|4592886|4532808|1.01325|1222|83|9
Telco_1|0|92222061|23897338|22521110|1.06111|54777|5736|61
TrainsUK1_2|0|22067864|3440367|2952153|1.16538|1629|87|10
TrainsUK2_1|0|18144855|3140981|2533464|1.2398|2406|229|12
Uberlandia_1|0|61320125|5959002|4554346|1.30842|15592|1918|41
USCensus_1|0|137735464|8738400|8172629|1.06923|533880|2195|43
Wins_1|0|88869327|14701699|13995694|1.05044|174072|974|40
YaleLanguages_1|0|18012366|1520217|799643|1.90112|2358|203|17
