Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1157910|1.01098|12|2|1
Bimbo_1|0|3670016|319324|262270|1.21754|132|11|2
CityMaxCapita_1|0|26049426|11018728|10766986|1.02338|380|80|6
CMSprovider_1|0|16717728|3729276|3363206|1.10885|342|120|9
CommonGovernment_1|0|62829650|8193179|7189955|1.13953|2070|518|23
Corporations_1|0|11901857|5105751|3074172|1.66085|240|161|10
Eixo_1|0|60077487|5892367|4712230|1.25044|4160|2167|35
Euro2016_1|0|11418716|5779460|5240090|1.10293|30|15|2
Food_1|0|2758131|515805|515949|0.999721|20|0|0
Generico_1|0|42738694|2805958|2137431|1.31277|1722|289|16
HashTags_1|0|92542033|34753667|34356765|1.01155|5402|735|10
Hatred_1|0|26027696|11533096|11356591|1.01554|342|58|4
IGlocations1_1|0|6321918|1779851|1773271|1.00371|56|5|1
Medicare1_1|0|12973420|3996314|3796272|1.05269|240|29|5
MedPayment1_1|0|16768400|4681724|4518326|1.03616|306|67|6
MLB_1|0|18994088|2380651|2209729|1.07735|2256|35|6
Motos_1|0|42974217|2829428|2102271|1.34589|1806|310|17
MulheresMil_1|0|62416953|5964864|4771832|1.25002|4290|2183|35
NYC_1|0|36490617|3139541|1715702|1.82989|1482|574|23
PanCreactomy1_1|0|18360922|4037727|3674898|1.09873|462|127|11
Physicians_1|0|16768116|4686462|4523420|1.03604|306|68|6
Provider_1|0|16202756|4588180|4479669|1.02422|306|55|6
RealEstate1_1|0|17820728|4838606|4504909|1.07407|420|84|8
Redfin1_1|0|22150976|9242876|9128431|1.01254|306|24|5
Rentabilidad_1|0|70851322|16198992|15429150|1.0499|6924|1117|26
Romance_1|0|21518242|9890137|9890401|0.999973|2|0|0
SalariesFrance_1|0|48707783|9310155|8559121|1.08775|992|182|13
TableroSistemaPenal_1|0|23289522|802109|326341|2.45789|702|95|12
Taxpayer_1|0|16195222|4592886|4489175|1.0231|306|55|6
Telco_1|0|92222061|23897338|23350746|1.02341|10932|167|43
TrainsUK1_2|0|22067864|3440367|2953542|1.16483|552|61|12
TrainsUK2_1|0|18144855|3140981|2495502|1.25866|702|202|13
Uberlandia_1|0|61320125|5959002|4783211|1.24582|4290|2214|35
USCensus_1|0|137735464|8738400|8173027|1.06918|92702|3808|42
Wins_1|0|88869327|14701699|13936100|1.05494|34686|1583|54
YaleLanguages_1|0|18012366|1520217|788876|1.92707|650|337|15
