Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1170865|0.999794|4|0|0
Bimbo_1|0|3670016|319324|327555|0.974871|92|3|1
CityMaxCapita_1|0|26049426|11018728|10920854|1.00896|204|18|4
CMSprovider_1|0|16717728|3729276|3666889|1.01701|202|21|4
CommonGovernment_1|0|62829650|8193179|8047497|1.0181|1208|83|7
Corporations_1|0|11901857|5105751|3271885|1.56049|144|80|5
Eixo_1|0|60077487|5892367|5629606|1.04667|2972|164|14
Euro2016_1|0|11418716|5779460|5255074|1.09979|20|8|2
Food_1|0|2758131|515805|518037|0.995691|8|3|1
Generico_1|0|42738694|2805958|2509604|1.11809|834|20|5
HashTags_1|0|92542033|34755346|33829955|1.02735|2572|180|9
Hatred_1|0|26027696|11533096|11536577|0.999698|154|5|3
IGlocations1_1|0|6321918|1779851|1780285|0.999756|212|0|0
Medicare1_1|0|12973420|3996314|3985312|1.00276|128|14|4
MedPayment1_1|0|16768400|4681724|4673019|1.00186|260|39|5
MLB_1|0|18994088|2380651|2389138|0.996448|968|261|17
Motos_1|0|42974217|2829428|2531763|1.11757|886|19|5
MulheresMil_1|0|62416953|5964864|5714908|1.04374|3080|160|13
NYC_1|0|36490617|3139541|2167456|1.44849|1130|107|7
PanCreactomy1_1|0|18360922|4037727|3999514|1.00955|292|40|5
Physicians_1|0|16768116|4686462|4677949|1.00182|260|40|5
Provider_1|0|16202756|4588180|4572218|1.00349|252|41|5
RealEstate1_1|0|17820728|4838606|4807561|1.00646|204|32|3
Redfin1_1|0|22150976|9242876|9081850|1.01773|170|28|4
Rentabilidad_1|0|70851322|16198992|16138018|1.00378|2576|70|6
Romance_1|0|21518242|9890137|9890849|0.999928|4|0|0
SalariesFrance_1|0|48707783|9310155|9249289|1.00658|480|22|5
TableroSistemaPenal_1|0|23289522|802109|808049|0.992649|366|4|1
Taxpayer_1|0|16195222|4592886|4576190|1.00365|252|41|5
Telco_1|0|92222061|23897338|23120597|1.0336|15972|10270|66
TrainsUK1_2|0|22067864|3440367|3371923|1.0203|194|31|5
TrainsUK2_1|0|18144855|3140981|3045134|1.03148|272|49|8
Uberlandia_1|0|61320125|5959002|5682516|1.04866|2834|174|15
USCensus_1|0|137735464|8738400|8924316|0.979167|90386|4842|81
Wins_1|0|88869327|14701699|14662548|1.00267|26304|3188|58
YaleLanguages_1|0|18012366|1520217|1447106|1.05052|410|8|4
