Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1157910|1.01098|12|2|1
Bimbo_1|0|3670016|319324|262270|1.21754|132|12|2
CityMaxCapita_1|0|26049426|11018728|10766986|1.02338|380|77|6
CMSprovider_1|0|16717728|3729276|3363206|1.10885|342|118|9
CommonGovernment_1|0|62829650|8193179|7190105|1.13951|2070|523|23
Corporations_1|0|11901857|5105751|3074172|1.66085|240|161|10
Eixo_1|0|60077487|5892367|4711164|1.25072|4160|2151|33
Euro2016_1|0|11418716|5779460|5240090|1.10293|30|15|2
Food_1|0|2758131|515805|515949|0.999721|20|0|0
Generico_1|0|42738694|2805958|2075267|1.35209|1722|315|19
HashTags_1|0|92542033|34753667|34356765|1.01155|5402|524|10
Hatred_1|0|26027696|11533096|11346021|1.01649|342|56|4
IGlocations1_1|0|6321918|1779851|1773271|1.00371|56|5|1
Medicare1_1|0|12973420|3996314|3804162|1.05051|240|34|5
MedPayment1_1|0|16768400|4681724|4521400|1.03546|306|71|6
MLB_1|0|18994088|2380651|2186671|1.08871|2256|42|8
Motos_1|0|42974217|2829428|2092178|1.35238|1806|329|19
MulheresMil_1|0|62416953|5964864|4782011|1.24735|4290|2185|33
NYC_1|0|36490617|3139541|1732814|1.81182|1482|568|24
PanCreactomy1_1|0|18360922|4037727|3670599|1.10002|462|136|12
Physicians_1|0|16768116|4686462|4526561|1.03533|306|68|6
Provider_1|0|16202756|4588180|4483371|1.02338|306|58|5
RealEstate1_1|0|17820728|4838606|4442090|1.08926|420|69|9
Redfin1_1|0|22150976|9242876|9131798|1.01216|306|21|4
Rentabilidad_1|0|70851322|16198993|15399215|1.05194|6924|1073|26
Romance_1|0|21518242|9890137|9890401|0.999973|2|0|0
SalariesFrance_1|0|48707783|9310155|8545368|1.0895|992|188|15
TableroSistemaPenal_1|0|23289522|802109|333807|2.40291|702|88|12
Taxpayer_1|0|16195222|4592886|4492658|1.02231|306|54|5
Telco_1|0|92222061|23897338|23384220|1.02194|10932|72|16
TrainsUK1_2|0|22067864|3440367|2926647|1.17553|552|67|12
TrainsUK2_1|0|18144855|3140981|2505629|1.25357|702|202|12
Uberlandia_1|0|61320125|5959002|4742406|1.25654|4290|2211|34
USCensus_1|0|137735464|8738400|8175888|1.0688|92702|3291|38
Wins_1|0|88869327|14701699|13906932|1.05715|34686|1529|51
YaleLanguages_1|0|18012366|1520217|751302|2.02344|650|312|17
