Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Arade_1|0|Dict_1to1|1|0|2_F2|1_F1|string|string|557506|458756|58459|11017|9.5367|41.6407|56892|18022|9.79937|25.4553|1.07827|Dict_1to1|1|0|9.799202|25.455332|9.799202|40.829121|0|6786|BP|-1|74|5|1360|1325|10880|10624|0.997741|308|308|0.961039|36|55|0.709091|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
Bimbo_1|0|Dict_1to1|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|49881|11246|5.25539|23.31|39868|39936|6.5753|6.5641|1.30554|Dict_1to1|3|11|6.575298|6.564103|5.730550|21.290019|-5877|27623|BP|-1|176|176|1360|1220|10880|9784|0.997547|716|716|0.983240|705|716|0.983240|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CityMaxCapita_1|0|Dict_1to1|12|14|13_Keyword|15_Language|string|string|646505|393571|26194|3807|24.6814|103.381|26260|19216|24.6194|20.4814|1.51582|Dict_1to1|12|14|24.619383|20.481422|24.619383|126.713136|0|16110|BP|-1|15|21|360|440|2880|3544|0.993228|72|72|0.833333|142|161|0.900621|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CityMaxCapita_1|0|Dict_1to1|22|2|23_State_Country|3_City|string|string|1142397|660352|192109|86504|5.94661|7.63377|209191|135033|5.46102|4.8903|1.23549|Dict_1to1|22|2|5.461363|4.892040|5.461363|7.646237|0|48622|-1|-1|5751|4536|0|0|16|-1|-1.000000|23016|23088|0.996362|63319|63338|0.999747|-1.000000|-1|-1|-1|-1|2|21554|-1|-1|-1|-1|-1|48|
CityMaxCapita_1|0|Dict_1to1|22|1|23_State_Country|2_City_State|string|string|1142397|806374|192109|116440|5.94661|6.92523|209191|161893|5.46102|4.98091|1.20267|Dict_1to1|22|1|5.461363|4.981892|5.461363|6.930053|0|45502|-1|-1|5751|5292|0|0|16|-1|-1.000000|23016|23044|0.998264|93315|93334|0.999829|-1.000000|-1|-1|-1|-1|2|23966|-1|-1|-1|-1|-1|32|
CityMaxCapita_1|0|Dict_1to1|22|23|23_State_Country|24_State|string|string|1142397|388154|192109|23446|5.94661|16.5552|209191|43423|5.46102|8.9389|1.17192|Dict_1to1|22|23|5.461363|8.947145|5.461363|16.626858|0|20038|BP|-1|5751|50|0|0|16|-1|-1.000000|23016|23056|0.997745|301|320|0.950000|-1.000000|-1|-1|-1|-1|2|2533|-1|-1|-1|-1|-1|40|
CityMaxCapita_1|0|Dict_1to1|26|17|27_Twitter Client|18_Long Domain|string|string|1410658|383796|22967|57048|61.4211|6.7276|50557|90898|27.9023|4.22227|1.76786|Dict_1to1|26|17|27.902328|4.641440|27.902328|7.861611|0|33870|-1|-1|46|1086|3400|3390|27200|27144|0.999116|196|235|0.782979|21411|21430|0.999253|-1.000000|-1|-1|-1|-1|0|55959|-1|-1|-1|-1|-1|8209|
CityMaxCapita_1|0|Dict_1to1|26|21|27_Twitter Client|22_Short Domain|string|string|1410658|372891|22967|51237|61.4211|7.27777|50557|84607|27.9023|4.40733|1.82152|Dict_1to1|26|21|27.902328|4.880900|27.902328|8.649355|0|33286|BP|-1|46|969|3360|3337|26880|26720|0.999102|196|235|0.782979|16024|16043|0.999003|-1.000000|-1|-1|-1|-1|0|55959|-1|-1|-1|-1|-1|8209|
CMSprovider_1|0|Dict_1to1|5|6|6_HCPCS_CODE|7_HCPCS_DESCRIPTION|string|string|589823|4087274|83299|98630|7.08079|41.4405|100977|174255|5.84116|23.4557|1.51285|Dict_1to1|5|6|5.841683|23.456917|5.841683|41.456447|0|75654|BP|-1|1521|1439|0|0|8|-1|-1.000000|6096|6096|0.998031|92476|92495|0.999827|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|7|14|8_HCPCS_DRUG_INDICATOR|15_NPPES_PROVIDER_COUNTRY|string|string|327683|393218|2119|545|154.64|721.501|10301|34926|31.8108|11.2586|16.9771|Dict_1to1|7|14|31.838613|11.261506|31.838613|698.433393|0|34354|BP|-1|1|9|60|49|480|416|0.942308|16|16|0.250000|55|74|0.783784|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|8|3|9_LINE_SRVC_CNT|4_BENE_DAY_SRVC_CNT|double|integer|524288|262144|87270|69500|6.00765|3.77186|81706|68805|6.41676|3.80996|0.960075|Dict_1to1|8|3|6.417469|3.810454|6.417469|4.299910|0|7831|BP|-1|1263|1210|6381|7439|51048|59536|0.999597|5064|5073|0.995860|4841|4852|0.997527|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|19|13|20_NPPES_PROVIDER_ZIP|14_NPPES_PROVIDER_CITY|integer|string|262144|856974|128253|49750|2.04396|17.2256|130225|111579|2.01301|7.68042|1.35843|Dict_1to1|19|13|2.013379|7.681043|2.013379|17.370156|0|62234|-1|-1|6757|1599|160|203|1280|1648|0.985437|27040|27040|0.999556|21004|21023|0.999239|-1.000000|-1|-1|-1|-1|18|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|19|17|20_NPPES_PROVIDER_ZIP|18_NPPES_PROVIDER_STREET1|integer|string|262144|1417689|128253|232038|2.04396|6.10973|130225|269587|2.01301|5.25874|1.10969|Dict_1to1|19|17|2.013379|5.258919|2.013379|6.442635|0|49530|-1|-1|6757|7285|4000|5490|32000|43944|0.999454|27040|27040|0.999556|160996|161015|0.999901|-1.000000|-1|-1|-1|-1|18|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|19|18|20_NPPES_PROVIDER_ZIP|19_NPPES_PROVIDER_STREET2|integer|string|262144|574745|128253|144886|2.04396|3.96688|130225|152459|2.01301|3.76983|1.03495|Dict_1to1|19|18|2.013379|3.984367|2.013379|5.241154|0|34590|-1|-1|6757|2535|4461|7049|35688|56416|0.999575|27040|33292|0.811847|46920|46939|0.999659|-1.000000|-1|-1|-1|-1|18|38889|-1|-1|-1|-1|-1|8209|
CMSprovider_1|0|Dict_1to1|19|16|20_NPPES_PROVIDER_ZIP|17_NPPES_PROVIDER_STATE|integer|string|262144|393218|128253|27631|2.04396|14.231|130225|33512|2.01301|11.7336|1.05038|Dict_1to1|19|16|2.013379|11.736800|2.013379|14.267189|0|5942|BP|-1|6757|58|20|20|160|184|0.869565|27040|27040|0.999556|349|368|0.956522|-1.000000|-1|-1|-1|-1|18|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|21|9|22_PLACE_OF_SERVICE|10_MEDICARE_PARTICIPATION_INDICATOR|string|string|327683|327683|2640|1617|124.122|202.649|10822|18010|30.2793|18.1945|6.77284|Dict_1to1|21|9|30.304541|18.203600|30.304541|220.959541|0|16518|BP|-1|2|2|180|188|1440|1528|0.984293|20|20|0.400000|11|30|0.466667|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9|
CMSprovider_1|0|Dict_1to1|22|12|23_PROVIDER_TYPE|13_NPPES_ENTITY_CODE|string|string|1308794|327683|39126|741|33.4507|442.217|45448|10322|28.7976|31.7461|1.3989|Dict_1to1|22|12|28.803319|31.773781|28.803319|406.050805|0|9506|BP|-1|73|2|60|43|480|368|0.934783|304|304|0.960526|11|30|0.466667|-1.000000|-1|-1|-1|-1|1|1|-1|-1|-1|-1|-1|9|
CommonGovernment_1|0|Dict_1to1|3|4|4_ag_name|5_agency_code|string|string|3538948|393220|26971|452|131.213|869.956|40481|40921|87.4224|9.60925|2.96838|Dict_1to1|3|4|87.422445|9.609247|87.422445|947.518072|0|40506|BP|-1|39|39|0|0|0|-1|-1.000000|168|168|0.928571|235|254|0.937008|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|7|13|8_award_type_code|14_cd_contactiontype|string|string|327684|327684|12038|107|27.2208|3062.47|14228|14228|23.0309|23.0309|2.34302|Dict_1to1|7|13|23.030925|23.030925|23.030925|4681.200000|0|14158|-1|-1|5|5|0|0|0|-1|-1.000000|32|32|0.625000|26|45|0.644444|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|7|6|8_award_type_code|7_award_type|string|string|327684|1163451|12038|178|27.2208|6536.24|14228|14291|23.0309|81.4114|2.33456|Dict_1to1|7|6|23.030925|81.411448|23.030925|8251.425532|0|14150|BP|-1|5|5|0|0|0|-1|-1.000000|32|32|0.625000|97|116|0.862069|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|12|1|13_bureau_name|2_a_aid_acontid_agencyid|string|string|2883588|524292|42225|4982|68.291|105.237|60307|62986|47.8151|8.32395|2.61175|Dict_1to1|12|1|47.815146|8.323813|47.815146|125.518793|0|58809|-1|-1|136|131|320|413|2560|3328|0.992788|556|556|0.978417|1049|1068|0.985019|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|12|19|13_bureau_name|20_contractingofficeagencyid|string|string|2883588|524292|42225|1750|68.291|299.595|60307|57915|47.8151|9.05278|2.68839|Dict_1to1|12|19|47.815146|9.052784|47.815146|313.384340|0|56242|-1|-1|136|138|0|2|0|40|0.400000|556|556|0.978417|1105|1124|0.985765|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|12|11|13_bureau_name|12_bureau_code|string|string|2883588|393220|42225|1032|68.291|381.027|60307|29641|47.8151|13.2661|2.07939|Dict_1to1|12|11|47.815146|13.266084|47.815146|395.195980|0|28646|BP|-1|136|71|0|0|0|-1|-1.000000|556|556|0.978417|427|446|0.964126|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|14|15|15_co_name|16_co_state|string|string|3145681|391900|152293|31971|20.6555|12.258|156335|44641|20.1214|8.77893|1.0907|Dict_1to1|14|15|20.122571|8.808919|20.122571|13.208183|0|14818|BP|-1|1486|57|2920|3176|23360|25432|0.999056|5956|5995|0.991493|343|362|0.955801|-1.000000|-1|-1|-1|-1|1|660|-1|-1|-1|-1|-1|152|
CommonGovernment_1|0|Dict_1to1|18|50|19_contract_signeddate|51_signeddate|string|string|1572868|1507332|67493|3788|23.3042|397.923|66331|66193|23.7124|22.7718|1.85918|Dict_1to1|18|50|23.712412|22.771773|23.712412|401.848041|0|62442|-1|-1|138|138|0|0|0|-1|-1.000000|564|564|0.978723|3175|3194|0.994991|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|18|55|19_contract_signeddate|56_year|string|string|1572868|524292|67493|630|23.3042|832.21|66331|10283|23.7124|50.9863|1.12464|Dict_1to1|18|55|23.712412|50.986288|23.712412|884.134907|0|9690|BP|-1|138|2|0|0|0|-1|-1.000000|564|564|0.978723|17|36|0.555556|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|20|21|21_count_fetched|22_count_total|integer|integer|262144|262144|59029|4342|4.44094|60.374|60270|60270|4.34949|4.34949|1.90213|Dict_1to1|20|21|4.349494|4.349494|4.300192|60.779968|-691|55957|BP|-1|536|536|0|0|0|-1|-1.000000|2156|2156|0.994434|2145|2156|0.994434|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|35|34|36_naics_name|35_naics_code|string|string|2555908|655364|94556|11666|27.0306|56.1773|102170|84371|25.0162|7.76765|1.75614|Dict_1to1|35|34|25.016228|7.767645|25.016228|59.378817|0|73334|BP|-1|673|688|180|251|1440|2032|0.988189|2704|2704|0.995562|6881|6900|0.997681|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|44|41|45_psc_code_description|42_prod_or_serv_code|string|string|3211051|524292|106442|9350|30.1671|56.074|117352|83543|27.3626|6.27571|1.73496|Dict_1to1|44|41|27.362559|6.275714|27.362559|56.296789|0|74230|-1|-1|774|774|0|0|0|-1|-1.000000|3108|3108|0.996139|6193|6212|0.997424|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|44|43|45_psc_code_description|44_psc_code|string|string|3211051|524292|106442|9350|30.1671|56.074|117352|83543|27.3626|6.27571|1.73496|Dict_1to1|44|43|27.362559|6.275714|27.362559|56.296789|0|74230|-1|-1|774|774|0|0|0|-1|-1.000000|3108|3108|0.996139|6193|6212|0.997424|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|44|42|45_psc_code_description|43_prod_or_serv_code_desc|string|string|3211051|2555908|106442|31160|30.1671|82.0253|117352|104517|27.3626|24.4545|1.6124|Dict_1to1|44|42|27.362559|24.454472|27.362559|82.122803|0|73394|-1|-1|774|718|0|0|0|-1|-1.000000|3108|3108|0.996139|28003|28022|0.999429|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|44|45|45_psc_code_description|46_psc_key|string|integer|3211051|262144|106442|6246|30.1671|41.9699|117352|57213|27.3626|4.5819|1.5491|Dict_1to1|44|45|27.362559|4.581816|27.362559|42.165675|0|50996|-1|-1|774|774|0|0|0|-1|-1.000000|3108|3108|0.996139|3097|3108|0.996139|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|44|33|45_psc_code_description|34_level2_category|string|string|3211051|1936071|106442|4466|30.1671|433.513|117352|33175|27.3626|58.3593|1.35722|Dict_1to1|44|33|27.362559|58.359337|27.362559|437.135019|0|28746|BP|-1|774|47|0|0|0|-1|-1.000000|3108|3108|0.996139|1309|1328|0.987952|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
CommonGovernment_1|0|Dict_1to1|49|26|50_short_name|27_funding_agency|string|string|530086|524256|27501|786|19.2752|666.992|37603|41987|14.0969|12.4862|2.81366|Dict_1to1|49|26|14.096907|12.492101|14.096907|727.123440|0|41246|-1|-1|44|45|20|18|160|168|0.857143|188|188|0.936170|361|380|0.957895|-1.000000|-1|-1|-1|-1|0|9|-1|-1|-1|-1|-1|20|
CommonGovernment_1|0|Dict_1to1|49|16|50_short_name|17_code|string|string|530086|393220|27501|502|19.2752|783.307|37603|41423|14.0969|9.49279|2.82205|Dict_1to1|49|16|14.096907|9.492794|14.096907|845.634409|0|40958|-1|-1|44|44|0|0|0|-1|-1.000000|188|188|0.936170|265|284|0.943662|-1.000000|-1|-1|-1|-1|0|0|-1|-1|-1|-1|-1|0|
