Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1157910|1.01098|12|1|1
Bimbo_1|0|3670016|319324|262270|1.21754|132|12|2
CityMaxCapita_1|0|26049426|11018728|10766986|1.02338|380|83|6
CMSprovider_1|0|16717728|3729276|3366883|1.10763|342|122|9
CommonGovernment_1|0|62829650|8193179|7189955|1.13953|2070|546|23
Corporations_1|0|11901857|5105751|3074172|1.66085|240|162|10
Eixo_1|0|60077487|5892367|4701194|1.25338|4160|2179|35
Euro2016_1|0|11418716|5779460|5240090|1.10293|30|15|2
Food_1|0|2758131|515805|515949|0.999721|20|0|0
Generico_1|0|42738694|2805958|2086010|1.34513|1722|336|18
HashTags_1|0|92542033|34753667|34356765|1.01155|5402|696|10
Hatred_1|0|26027696|11533096|11356591|1.01554|342|58|4
IGlocations1_1|0|6321918|1779851|1773271|1.00371|56|5|1
Medicare1_1|0|12973420|3996314|3804162|1.05051|240|34|5
MedPayment1_1|0|16768400|4681724|4521400|1.03546|306|72|6
MLB_1|0|18994088|2380651|2186671|1.08871|2256|44|8
Motos_1|0|42974217|2829428|2106399|1.34325|1806|356|18
MulheresMil_1|0|62416953|5964864|4745692|1.2569|4290|2207|35
NYC_1|0|36490617|3139541|1732814|1.81182|1482|607|24
PanCreactomy1_1|0|18360922|4037727|3670599|1.10002|462|148|12
Physicians_1|0|16768116|4686462|4526561|1.03533|306|68|6
Provider_1|0|16202756|4588180|4483371|1.02338|306|60|5
RealEstate1_1|0|17820728|4838606|4442762|1.0891|420|86|9
Redfin1_1|0|22150976|9242876|9131798|1.01216|306|21|4
Rentabilidad_1|0|70851322|16198993|15420728|1.05047|6924|1144|26
Romance_1|0|21518242|9890137|9890401|0.999973|2|0|0
SalariesFrance_1|0|48707783|9310155|8496685|1.09574|992|199|16
TableroSistemaPenal_1|0|23289522|802109|333807|2.40291|702|89|12
Taxpayer_1|0|16195222|4592886|4492658|1.02231|306|58|5
Telco_1|0|92222061|23897338|23393260|1.02155|10932|112|16
TrainsUK1_2|0|22067864|3440367|2926647|1.17553|552|72|12
TrainsUK2_1|0|18144855|3140981|2505629|1.25357|702|215|12
Uberlandia_1|0|61320125|5959002|4740284|1.2571|4290|2236|36
USCensus_1|0|137735464|8738400|8175880|1.0688|92702|3717|38
Wins_1|0|88869327|14701699|13896334|1.05796|34686|1791|56
YaleLanguages_1|0|18012366|1520217|781773|1.94458|650|370|16
