Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Bimbo_1|0|Dict_Sharing|1|3|2_Canal_ID|4_Demanda_uni_equil|integer|integer|262144|262144|3957|45180|66.2482|5.80221|142|39868|1846.08|6.5753|0.814254|Dict_Sharing|1|3|1846.084507|6.575298|66.788280|7.878817|-3783|6596|-1|-1|4|176|-1|-1|-1|-1|-1.000000|704|716|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|33272|45168|-1|-1|-1|-1|
Bimbo_1|0|Dict_Sharing|4|10|5_Dev_proxima|11_Venta_hoy|double|double|524288|524288|40525|88236|12.9374|5.94188|15589|104724|33.6319|5.00638|0.93439|Dict_Sharing|4|10|33.629763|5.006331|15.196754|7.069687|-18910|30564|-1|-1|354|2113|-1|-1|-1|-1|-1.000000|10795|17068|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|74160|88224|-1|-1|-1|-1|
Bimbo_1|0|Dict_Sharing|6|11|7_Number of Records|12_Venta_uni_hoy|integer|integer|262144|262144|2801|45128|93.5894|5.8089|4|39936|65536|6.5641|0.833316|Dict_Sharing|6|11|65536.000000|6.564103|94.671000|7.980516|-2765|7088|-1|-1|1|176|-1|-1|-1|-1|-1.000000|704|716|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|32848|45116|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_Sharing|0|28|1_City_Admin|29_User Loc|string|string|545836|795139|275618|124373|1.98041|6.39318|15845|392334|34.4485|2.02669|1.02047|Dict_Sharing|0|28|34.476756|2.070001|2.203511|9.622652|-231880|301493|-1|-1|2|14506|-1|-1|-1|-1|-1.000000|231901|267992|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|25096|82632|124361|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_Sharing|1|22|2_City_State|23_State_Country|string|string|806374|1142397|167289|101961|4.82025|11.2043|161893|209191|4.98091|5.46102|1.37821|Dict_Sharing|1|22|4.981892|5.461363|4.721076|10.742872|-8942|102838|-1|-1|5292|5751|-1|-1|-1|-1|-1.000000|102260|104172|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|23966|2|106340|101949|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_Sharing|5|13|6_FF Ratio|14_LPF|double|double|524288|524288|111849|97832|4.68746|5.35906|57057|146265|9.18885|3.58451|0.969673|Dict_Sharing|5|13|9.188846|3.584508|5.051139|7.045745|-46739|71853|-1|-1|552|6538|-1|-1|-1|-1|-1.000000|51155|54004|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|74412|97820|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_Sharing|16|8|17_Listed Number|9_Followers|integer|integer|262144|262144|74330|97556|3.52676|2.68711|42969|97136|6.10077|2.69873|0.815104|Dict_Sharing|16|8|6.102048|2.698732|5.772952|3.185070|-2449|14832|-1|-1|613|5278|-1|-1|-1|-1|-1.000000|2900|21164|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|0|82304|97544|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_Sharing|20|7|21_Region|8_First Link in Tweet|string|string|776748|721351|473304|86837|1.64112|8.30695|15797|413279|49.1706|1.74543|0.766014|Dict_Sharing|20|7|49.295424|1.780806|2.401321|8.727991|-307710|322422|-1|-1|5|8873|-1|-1|-1|-1|-1.000000|307772|462887|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2533|55959|82648|86825|-1|-1|-1|-1|
CMSprovider_1|0|Dict_Sharing|4|3|5_BENE_UNIQUE_CNT|4_BENE_DAY_SRVC_CNT|integer|integer|262144|262144|76562|75393|3.42394|3.47703|64393|68805|4.071|3.80996|0.876562|Dict_Sharing|4|3|4.071571|3.810454|3.764868|4.537561|-5244|11024|-1|-1|794|1210|-1|-1|-1|-1|-1.000000|3176|5112|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|1|57772|75381|-1|-1|-1|-1|
CMSprovider_1|0|Dict_Sharing|7|18|8_HCPCS_DRUG_INDICATOR|19_NPPES_PROVIDER_STREET2|string|string|327683|574745|49043|105529|6.68154|5.44632|10301|152459|31.8108|3.76983|1.05297|Dict_Sharing|7|18|31.838613|3.984367|8.518548|6.959183|-28175|61662|-1|-1|1|2535|-1|-1|-1|-1|-1.000000|28184|46949|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|1|38889|82588|105517|-1|-1|-1|-1|
