Relation|RowGroup|uncompressed|compressed|c3_compressed|compression_ratio_improvement|compute_ecr_counter|add_to_graph_counter|final_scheme_counter
Arade_1|0|4161998|1170624|1170865|0.999794|4|0|0
Bimbo_1|0|3670016|319324|345032|0.925491|92|5|3
CityMaxCapita_1|0|26049426|11018728|11078415|0.994612|204|36|5
CMSprovider_1|0|16717728|3729276|3698959|1.0082|202|44|7
CommonGovernment_1|0|62829650|8193179|8073025|1.01488|1208|78|8
Corporations_1|0|11901857|5105751|3271885|1.56049|144|90|5
Eixo_1|0|60077487|5892367|5678574|1.03765|2972|166|10
Euro2016_1|0|11418716|5779460|5255074|1.09979|20|8|2
Food_1|0|2758131|515805|518037|0.995691|8|2|1
Generico_1|0|42738694|2805958|2513947|1.11616|834|33|4
HashTags_1|0|92542033|34753667|33901222|1.02514|2572|174|6
Hatred_1|0|26027696|11533096|11697877|0.985914|154|15|3
IGlocations1_1|0|6321918|1779851|1826426|0.974499|212|1|1
Medicare1_1|0|12973420|3996314|4031609|0.991245|128|30|6
MedPayment1_1|0|16768400|4681724|4691529|0.99791|260|38|5
MLB_1|0|18994088|2380651|2391618|0.995414|968|291|17
Motos_1|0|42974217|2829428|2532893|1.11707|886|31|4
MulheresMil_1|0|62416953|5964864|5723848|1.04211|3080|168|10
NYC_1|0|36490617|3139541|2182282|1.43865|1130|180|7
PanCreactomy1_1|0|18360922|4037727|3983665|1.01357|292|73|9
Physicians_1|0|16768116|4686462|4696080|0.997952|260|38|5
Provider_1|0|16202756|4588180|4617944|0.993555|252|30|4
RealEstate1_1|0|17820728|4838606|4815151|1.00487|204|54|6
Redfin1_1|0|22150976|9242876|9131151|1.01224|170|42|6
Rentabilidad_1|0|70851322|16198992|16153966|1.00279|2576|108|6
Romance_1|0|21518242|9890137|9891298|0.999883|4|0|0
SalariesFrance_1|0|48707783|9310155|9249289|1.00658|480|29|5
TableroSistemaPenal_1|0|23289522|802109|808049|0.992649|366|4|1
Taxpayer_1|0|16195222|4592886|4619453|0.994249|252|32|5
Telco_1|0|92222061|23897338|23375005|1.02235|15972|11456|62
TrainsUK1_2|0|22067864|3440367|3361992|1.02331|194|58|7
TrainsUK2_1|0|18144855|3140981|3086601|1.01762|272|40|7
Uberlandia_1|0|61320125|5959002|5729029|1.04014|2834|172|12
USCensus_1|0|137735464|8738400|9110989|0.959106|90386|9521|80
Wins_1|0|88869327|14701699|14730814|0.998024|26304|2500|57
YaleLanguages_1|0|18012366|1520217|1449377|1.04888|410|9|5
