Relation|RowGroup|Column|uncompressed|bb_compressed|c3_compressed|compression_ratio_improvement|bb_cr|c3_cr|datatype|C3_source_target|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Arade_1|0|1_F1|458756|18022|18046|0.99867|25.4553|25.4215|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|2_F2|557506|56892|58459|0.973195|9.79937|9.5367|string|source|DFOR|1|9|9.799202|10.417422|9.799202|12.246858|0|3759|BP|BP|74|11|-1|-1|-1|-1|-1.000000|297|308|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|21108|26388|-1|-1|-1|-1||1|10
Arade_1|0|4_F4|524288|276517|276541|0.999913|1.89604|1.89588|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|5_F5|524288|278429|278453|0.999914|1.88302|1.88286|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|6_F6|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|7_F7|262148|4|28|0.142857|65537|9362.43|string|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|8_F8|524288|257899|257923|0.999907|2.03292|2.03273|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|9_F9|524288|257689|257713|0.999907|2.03458|2.03439|double|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|10_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Arade_1|0|11_WNET (bin)|262144|25164|26712|0.942049|10.4174|9.81372|integer|target|DFOR|1|9|9.799202|10.417422|9.799202|12.246858|0|3759|BP|BP|74|11|-1|-1|-1|-1|-1.000000|297|308|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|10|0|0|21108|26388|-1|-1|-1|-1||1|10
Bimbo_1|0|1_Agencia_ID|262144|290|314|0.923567|903.945|834.854|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|2_Canal_ID|262144|142|166|0.855422|1846.08|1579.18|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|3_Cliente_ID|262144|45774|45798|0.999476|5.72692|5.72392|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|4_Demanda_uni_equil|262144|39868|49881|0.799262|6.5753|5.25539|integer|source|DFOR|3|11|6.575298|6.564103|5.730550|79.703253|0|30770|BP|BP|176|176|-1|-1|-1|-1|-1.000000|705|716|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|2000|0|0|2584|7600|-1|-1|-1|-1||3|11
Bimbo_1|0|5_Dev_proxima|524288|15589|15614|0.998399|33.6319|33.5781|double|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|6_Dev_uni_proxima|262144|3104|3128|0.992327|84.4536|83.8056|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|7_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|8_Producto_ID|262144|68525|139636|0.49074|3.82552|1.87734|integer|target|DFOR|10|7|5.006331|3.825524|5.006331|4.895404|0|14976|BP|BP|2113|242|-1|-1|-1|-1|-1.000000|8453|8464|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|72|49492|0|0|45096|131156|-1|-1|-1|-1||10|7
Bimbo_1|0|9_Ruta_SAK|262144|1114|1138|0.97891|235.318|230.355|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|10_Semana|262144|254|278|0.913669|1032.06|942.964|integer|None|None||||||||||||||||||||||||||||||||||||
Bimbo_1|0|11_Venta_hoy|524288|104724|103937|1.00757|5.00638|5.04429|double|source|DFOR|10|7|5.006331|3.825524|5.006331|4.895404|0|14976|BP|BP|2113|242|-1|-1|-1|-1|-1.000000|8453|8464|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|72|49492|0|0|45096|131156|-1|-1|-1|-1||10|7
Bimbo_1|0|12_Venta_uni_hoy|262144|39936|8332|4.79309|6.5641|31.4623|integer|target|DFOR|3|11|6.575298|6.564103|5.730550|79.703253|0|30770|BP|BP|176|176|-1|-1|-1|-1|-1.000000|705|716|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|2000|0|0|2584|7600|-1|-1|-1|-1||3|11
CityMaxCapita_1|0|1_City_Admin|545836|15845|15869|0.998488|34.4485|34.3964|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|2_City_State|806374|161893|161917|0.999852|4.98091|4.98017|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|3_City|660352|135033|135057|0.999822|4.8903|4.88943|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|4_Created Date_Time|524288|524288|524312|0.999954|1|0.999954|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|5_Date Joined|524288|441257|441281|0.999946|1.18817|1.1881|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|6_FF Ratio|524288|57057|57081|0.99958|9.18885|9.18498|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|7_Favorites|262144|121796|151192|0.805572|2.15232|1.73385|integer|target|DFOR|13|6|3.584508|2.152320|3.584508|2.866058|0|30331|-1|BP|6538|17585|-1|-1|-1|-1|-1.000000|26153|26164|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|614530|0|0|65312|125012|-1|-1|-1|-1||13|6
CityMaxCapita_1|0|8_First Link in Tweet|721351|413279|413303|0.999942|1.74543|1.74533|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|9_Followers|262144|97136|122144|0.795258|2.69873|2.14619|integer|target|DFOR|13|8|3.584508|2.698732|3.584508|3.724642|0|26755|-1|BP|6538|5278|-1|-1|-1|-1|-1.000000|26153|26164|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|1183506|0|0|44228|95964|-1|-1|-1|-1||13|8
CityMaxCapita_1|0|10_Following|262144|93092|121124|0.768568|2.81597|2.16426|integer|target|DFOR|13|9|3.584508|2.815967|3.584508|3.468752|0|17519|BP|BP|6538|3875|-1|-1|-1|-1|-1.000000|26153|26164|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|97786|0|0|49420|94944|-1|-1|-1|-1||13|9
CityMaxCapita_1|0|11_Gender|327684|5|29|0.172414|65536.8|11299.4|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|12_Influencer?|262144|5856|5880|0.995918|44.765|44.5823|integer|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|13_Keyword|646505|26260|26284|0.999087|24.6194|24.5969|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|14_LPF|524288|146265|147689|0.990358|3.58451|3.54995|double|source|DFOR|13|25|3.584508|1.964567|3.584508|2.646930|0|34399|-1|BP|6538|29690|-1|-1|-1|-1|-1.000000|26153|26164|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|727620|0|0|72884|134844|-1|-1|-1|-1||13|25
CityMaxCapita_1|0|15_Language|393571|19216|19240|0.998753|20.4814|20.4559|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|16_Lat|524288|268247|268271|0.999911|1.9545|1.95432|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|17_Listed Number|262144|42969|43173|0.995275|6.10077|6.07194|integer|target|DFOR|26|16|27.902328|6.102048|27.902328|10.814075|0|18719|BP|BP|46|613|-1|-1|-1|-1|-1.000000|185|196|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|5881|0|1|24056|42961|-1|-1|-1|-1||26|16
CityMaxCapita_1|0|18_Long Domain|383796|90898|90922|0.999736|4.22227|4.22116|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|19_Long|524288|268247|268271|0.999911|1.9545|1.95432|double|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|20_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|21_Region|776748|15797|15821|0.998483|49.1706|49.096|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|22_Short Domain|372891|84607|84631|0.999716|4.40733|4.40608|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|23_State_Country|1142397|209191|209215|0.999885|5.46102|5.4604|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|24_State|388154|43423|43447|0.999448|8.9389|8.93397|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|25_Tweet Text|5682890|3428370|3428394|0.999993|1.65761|1.6576|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|26_Tweets|262144|133436|161024|0.828672|1.96457|1.62798|integer|target|DFOR|13|25|3.584508|1.964567|3.584508|2.646930|0|34399|-1|BP|6538|29690|-1|-1|-1|-1|-1.000000|26153|26164|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|727620|0|0|72884|134844|-1|-1|-1|-1||13|25
CityMaxCapita_1|0|27_Twitter Client|1410658|50557|22967|2.20129|27.9023|61.4211|string|source|DFOR|26|16|27.902328|6.102048|27.902328|10.814075|0|18719|BP|BP|46|613|-1|-1|-1|-1|-1.000000|185|196|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|5881|0|1|24056|42961|-1|-1|-1|-1||26|16
CityMaxCapita_1|0|28_User Bio|4002248|2473691|2473715|0.99999|1.61793|1.61791|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|29_User Loc|795139|392334|392358|0.999939|2.02669|2.02657|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|30_Username 1|997422|607549|607573|0.99996|1.64171|1.64165|string|None|None||||||||||||||||||||||||||||||||||||
CityMaxCapita_1|0|31_Username|1014674|651130|651154|0.999963|1.55833|1.55827|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|1_AVERAGE_MEDICARE_ALLOWED_AMT|524288|327026|327050|0.999927|1.6032|1.60308|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|2_AVERAGE_MEDICARE_PAYMENT_AMT|524288|524134|524158|0.999954|1.00029|1.00025|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|3_AVERAGE_SUBMITTED_CHRG_AMT|524288|367746|367770|0.999935|1.42568|1.42559|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|4_BENE_DAY_SRVC_CNT|262144|68805|52829|1.30241|3.80996|4.96212|integer|target|DFOR|4|3|4.071571|3.810454|3.764868|11.017694|0|39759|BP|BP|794|1210|-1|-1|-1|-1|-1.000000|3177|3188|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|20616|49625|-1|-1|-1|-1||4|3
CMSprovider_1|0|5_BENE_UNIQUE_CNT|262144|64393|74638|0.862737|4.071|3.51221|integer|source|DFOR|4|3|4.071571|3.810454|3.764868|11.017694|0|39759|BP|BP|794|1210|-1|-1|-1|-1|-1.000000|3177|3188|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|8539|1|1|20616|49625|-1|-1|-1|-1||4|3
CMSprovider_1|0|6_HCPCS_CODE|589823|100977|101001|0.999762|5.84116|5.83977|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|7_HCPCS_DESCRIPTION|4087274|174255|174279|0.999862|23.4557|23.4525|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|8_HCPCS_DRUG_INDICATOR|327683|10301|10325|0.997676|31.8108|31.7369|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|9_LINE_SRVC_CNT|524288|81706|81730|0.999706|6.41676|6.41488|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|10_MEDICARE_PARTICIPATION_INDICATOR|327683|18010|18034|0.998669|18.1945|18.1703|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|11_NPI|262144|175477|175501|0.999863|1.49389|1.49369|integer|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|12_NPPES_CREDENTIALS|476945|77944|77968|0.999692|6.11907|6.11719|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|13_NPPES_ENTITY_CODE|327683|10322|10346|0.99768|31.7461|31.6724|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|14_NPPES_PROVIDER_CITY|856974|111579|111603|0.999785|7.68042|7.67877|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|15_NPPES_PROVIDER_COUNTRY|393218|34926|34950|0.999313|11.2586|11.2509|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|16_NPPES_PROVIDER_GENDER|327580|10661|10685|0.997754|30.7269|30.6579|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|17_NPPES_PROVIDER_STATE|393218|33512|33536|0.999284|11.7336|11.7253|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|18_NPPES_PROVIDER_STREET1|1417689|269587|269611|0.999911|5.25874|5.25828|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|19_NPPES_PROVIDER_STREET2|574745|152459|152483|0.999843|3.76983|3.76924|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|20_NPPES_PROVIDER_ZIP|262144|130225|130249|0.999816|2.01301|2.01264|integer|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|21_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|22_PLACE_OF_SERVICE|327683|10822|10846|0.997787|30.2793|30.2123|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|23_PROVIDER_TYPE|1308794|45448|45472|0.999472|28.7976|28.7824|string|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|24_STDEV_MEDICARE_ALLOWED_AMT|524288|171183|171207|0.99986|3.06273|3.0623|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|25_STDEV_MEDICARE_PAYMENT_AMT|524288|508599|508623|0.999953|1.03085|1.0308|double|None|None||||||||||||||||||||||||||||||||||||
CMSprovider_1|0|26_STDEV_SUBMITTED_CHRG_AMT|524288|249175|249199|0.999904|2.1041|2.10389|double|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|1_Number of Records|262144|4|28|0.142857|65536|9362.29|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|2_a_aid_acontid_agencyid|524292|62986|63011|0.999603|8.32395|8.32064|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|3_a_aid_acontid_piid|966447|529121|529145|0.999955|1.82651|1.82643|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|4_ag_name|3538948|40481|40505|0.999407|87.4224|87.3706|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|5_agency_code|393220|40921|40945|0.999414|9.60925|9.60361|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|6_ase_rowid|262144|155296|177216|0.876309|1.68803|1.47923|integer|target|DFOR|14|5|20.122571|1.688028|20.122571|2.082342|0|29407|-1|BP|1486|45732|-1|-1|-1|-1|-1.000000|5945|5956|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|7068446|1|0|119944|171244|-1|-1|-1|-1||14|5
CommonGovernment_1|0|7_award_type|1163451|14291|14315|0.998323|81.4114|81.275|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|8_award_type_code|327684|14228|14252|0.998316|23.0309|22.9921|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|9_award_type_key|262144|214|238|0.89916|1224.97|1101.45|integer|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|10_baseandalloptionsvalue|524288|286405|286429|0.999916|1.83058|1.83043|double|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|11_baseandexercisedoptionsvalue|524288|294649|294673|0.999919|1.77936|1.77922|double|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|12_bureau_code|393220|29641|29665|0.999191|13.2661|13.2554|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|13_bureau_name|2883588|60307|60331|0.999602|47.8151|47.7961|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|14_cd_contactiontype|327684|14228|14252|0.998316|23.0309|22.9921|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|15_co_name|3145681|156335|152293|1.02654|20.1214|20.6555|string|source|DFOR|14|5|20.122571|1.688028|20.122571|2.082342|0|29407|-1|BP|1486|45732|-1|-1|-1|-1|-1.000000|5945|5956|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|7068446|1|0|119944|171244|-1|-1|-1|-1||14|5
CommonGovernment_1|0|16_co_state|391900|44641|44665|0.999463|8.77893|8.77421|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|17_code|393220|41423|41447|0.999421|9.49279|9.4873|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|18_contract_num|3489098|1154897|1154921|0.999979|3.02113|3.02107|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|19_contract_signeddate|1572868|66331|66355|0.999638|23.7124|23.7038|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|20_contractingofficeagencyid|524292|57915|57939|0.999586|9.05278|9.04903|string|None|None||||||||||||||||||||||||||||||||||||
CommonGovernment_1|0|21_count_fetched|262144|60270|59029|1.02102|4.34949|4.44094|integer|source|DFOR|20|21|4.349494|4.349494|4.300192|62.459852|0|55382|BP|BP|536|536|-1|-1|-1|-1|-1.000000|2145|2156|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|47374150|0|0|2052|2072|-1|-1|-1|-1||20|21
