Relation|RowGroup|C3_Scheme|source_id|target_id|source_name|target_name|source_type|target_type|uncompressed_source_size|uncompressed_target_size|c3_compressed_source_size|c3_compressed_target_size|c3_source_cr|c3_target_cr|bb_source_size|bb_target_size|bb_source_cr|bb_target_cr|scheme_total_cr_improvement|C3scheme|source_column|target_column|bb_source_ecr|bb_target_ecr|c3_source_ecr|c3_target_ecr|estimated_bytes_saved_source|estimated_bytes_saved_target|source_bb_scheme|target_bb_scheme|source_unique_count|target_unique_count|estimated_exception_count|real_exception_count|estimated_exception_size|real_exception_size|exception_compression_ratio|estimated_source_target_dict_size|real_source_target_dict_size|source_target_dict_compression_ratio|estimated_target_dict_size|real_target_dict_size|target_dict_compression_ratio|pearson_corr_coef|source_column_min|source_column_max|target_column_min|target_column_max|source_null_count|target_null_count|estimated_target_compressed_codes_size|real_target_compressed_codes_size|estimated_offsets_size|real_offsets_size|estimated_target_nullmap_size|real_target_nullmap_size
Arade_1|0|Dict_1toN|0|1|1_F1|2_F2|string|string|458756|557506|19056|50991|24.0741|10.9334|18022|56892|25.4553|9.79937|1.06948|Dict_1toN|0|1|25.455332|9.799202|25.455332|11.970070|0|10317|BP|-1|5|74|-1|-1|-1|-1|-1.000000|1557|733|0.978172|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|44976|50204|24|36|-1|-1|
Bimbo_1|0|Numerical|3|11|4_Demanda_uni_equil|12_Venta_uni_hoy|integer|integer|262144|262144|39892|7716|6.57134|33.9741|39868|39936|6.5753|6.5641|1.67627|Numerical|3|11|6.575298|6.564103|6.575298|87.614973|0|36944|PFOR|BP|176|176|-1|-1|-1|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|0.999878|0|2000|0|2000|0|0|2992|7692|-1|-1|-1|-1|
Bimbo_1|0|Dict_1toN|7|10|8_Producto_ID|11_Venta_hoy|integer|double|262144|524288|60241|76234|4.35159|6.87735|68525|104724|3.82552|5.00638|1.26946|Dict_1toN|7|10|3.825524|5.006331|3.825524|5.922151|0|16194|BP|-1|242|2113|-1|-1|-1|-1|-1.000000|56744|29788|0.999597|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|30796|45444|972|984|-1|-1|
CityMaxCapita_1|0|Dict_1toN|0|14|1_City_Admin|15_Language|string|string|545836|393571|7663|3363|71.2301|117.03|15845|19216|34.4485|20.4814|3.17985|Dict_1toN|0|14|34.476756|20.481422|34.476756|147.349682|0|16545|BP|-1|2|21|-1|-1|-1|-1|-1.000000|381|233|0.931330|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|0|2260|3088|12|24|-1|-1|
CityMaxCapita_1|0|Dict_1toN|10|13|11_Gender|14_LPF|string|double|327684|524288|2110|147714|155.3|3.54935|5|146265|65536.8|3.58451|0.976279|Dict_1toN|10|13|65536.800000|3.584508|156.337786|3.993723|-2091|14987|BP|-1|1|6538|-1|-1|-1|-1|-1.000000|52304|52316|0.999771|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|78948|95360|8|20|-1|-1|
CityMaxCapita_1|0|Dict_1toN|11|26|12_Influencer?|27_Twitter Client|integer|string|262144|1410658|10193|21651|25.718|65.1544|5856|50557|44.765|27.9023|1.77154|Dict_1toN|11|26|44.765027|27.902328|37.723989|71.792865|-1093|30908|BP|-1|2|46|-1|-1|-1|-1|-1.000000|3823|1221|0.986896|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|0|15796|20388|12|24|-1|-1|
CityMaxCapita_1|0|Dict_1toN|19|2|20_Number of Records|3_City|integer|string|262144|660352|2101|128884|124.771|5.12362|4|135033|65536|4.8903|1.03093|Dict_1toN|19|2|65536.000000|4.892040|126.700822|5.569395|-2065|16417|BP|-1|1|4536|-1|-1|-1|-1|-1.000000|63318|63338|0.999747|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|0|21554|55224|65508|8|20|-1|-1|
CityMaxCapita_1|0|DFOR|20|16|21_Region|17_Listed Number|string|integer|776748|262144|10495|43029|74.0112|6.09226|15797|42969|49.1706|6.10077|1.09794|DFOR|20|16|49.295424|6.102048|49.295424|8.409329|0|11786|BP|BP|5|613|-1|-1|-1|-1|-1.000000|21|32|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|0|5881|2533|1|31152|42981|-1|-1|-1|-1|
CityMaxCapita_1|0|Dict_1toN|21|17|22_Short Domain|18_Long Domain|string|string|372891|383796|66421|37013|5.61405|10.3692|84607|90898|4.40733|4.22227|1.69678|Dict_1toN|21|17|4.880900|4.641440|4.880900|13.964343|0|55205|BP|-1|969|1086|-1|-1|-1|-1|-1.000000|21410|21430|0.999253|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|55959|55959|2176|11673|3880|3892|-1|-1|
CityMaxCapita_1|0|Equality|22|1|23_State_Country|2_City_State|string|string|1142397|806374|209215|53|5.4604|15214.6|209191|161893|5.46102|4.98091|1.77325|Equality|22|1|5.461363|4.981892|5.461363|3848.666667|0|161651|DICT|-1|5751|5292|0|0|21|-1|-1.000000|-1|-1|-1.000000|-1|-1|-1.000000|-1.000000|-1|-1|-1|-1|2|23966|-1|-1|-1|-1|-1|32|
